,System_ID,log-gamma,T,Solvent_SMILES,Solute_SMILES,T_str,Rare_species,Rare_solvent_solute,key_class,GH-GNN,Same_key_class_n,Similarity_max,Similarity_max_10,Similarity_max_30,Similarity_max_50,Similarity_max_100
263,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)=O_70.0,-0.517514612,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)=O,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.2778809070587158,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
264,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)=O_80.0,-0.765717873,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)=O,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.1718220710754394,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
265,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)=O_90.0,-0.980829253,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)=O,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.0716042518615722,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
266,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)CC(C)(C)C_100.0,0.255417112,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)CC(C)(C)C,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.2708408832550049,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
267,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)CC(C)(C)C_50.0,1.449034391,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)CC(C)(C)C,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.5284974575042725,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
268,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)CC(C)(C)C_60.0,1.202972304,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)CC(C)(C)C,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.4707791805267334,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
269,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)CC(C)(C)C_70.0,0.953586517,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)CC(C)(C)C,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.4164246320724487,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
270,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)CC(C)(C)C_80.0,0.736685483,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)CC(C)(C)C,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.3651483058929443,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
271,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CC(C)CC(C)(C)C_90.0,0.552159487,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CC(C)CC(C)(C)C,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.3166961669921875,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
272,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(C)C_100.0,-0.848632083,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(C)C,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.1451945304870605,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
273,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(C)C_50.0,0.101653654,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(C)C,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.3686000108718872,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
274,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(C)C_60.0,-0.06400533,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(C)C,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.318554162979126,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
275,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(C)C_70.0,-0.263965546,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(C)C,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.2714160680770874,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
276,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(C)C_80.0,-0.447850825,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(C)C,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.2269648313522339,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
277,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(C)C_90.0,-0.644357016,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(C)C,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.1849510669708252,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
278,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(CC)=O_100.0,0.766397642,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(CC)=O,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.1088960170745849,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
279,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(CC)=O_50.0,2.156518317,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(CC)=O,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.3091058731079101,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
280,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(CC)=O_60.0,1.859262342,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(CC)=O,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.2642560005187988,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
281,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(CC)=O_70.0,1.585350117,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(CC)=O,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.2220205068588256,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
282,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(CC)=O_80.0,1.319887429,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(CC)=O,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.1821768283843994,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
283,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCC(CC)=O_90.0,1.049772123,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCC(CC)=O,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.1445268392562866,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
284,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCC=C_100.0,-0.388607991,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCC=C,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0314983129501342,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
285,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCC=C_50.0,0.569848964,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCC=C,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1230465769767761,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
286,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCC=C_60.0,0.315540401,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCC=C,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1025387644767761,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
287,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCC=C_70.0,0.15956457,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCC=C,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0832257866859436,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
288,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCC=C_80.0,-0.043951888,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCC=C,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0650070309638977,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
289,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCC=C_90.0,-0.236988958,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCC=C,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0477912425994873,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
290,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC(C)=O_100.0,1.396492186,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC(C)=O,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.0299623012542724,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
291,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC(C)=O_50.0,2.622710154,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC(C)=O,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.3613808155059814,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
292,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC(C)=O_60.0,2.359437905,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC(C)=O,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.2871384620666504,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
293,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC(C)=O_70.0,2.098999041,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC(C)=O,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.2172236442565918,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
294,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC(C)=O_80.0,1.824871821,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC(C)=O,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.1512680053710937,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
295,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC(C)=O_90.0,1.609637892,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC(C)=O,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Organooxygen compounds,0.0889449119567871,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
296,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC=C_100.0,-0.026343975,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC=C,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,-0.0103247761726379,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
297,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC=C_50.0,1.391530628,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC=C,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1324554681777954,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
298,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC=C_60.0,1.060910421,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC=C,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1004707813262939,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
299,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC=C_70.0,0.837680331,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC=C,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0703502893447876,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
300,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC=C_80.0,0.588342066,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC=C,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0419356226921081,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
301,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCC=C_90.0,0.223143551,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCC=C,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0150858759880065,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
302,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCC=C_100.0,0.790727509,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCC=C,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0702228546142578,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
303,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCC=C_50.0,2.01783206,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCC=C,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.2074836492538452,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
304,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCC=C_60.0,1.806319621,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCC=C,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1767354607582092,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
305,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCC=C_70.0,1.581038438,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCC=C,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1477792859077453,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
306,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCC=C_80.0,1.323354561,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCC=C,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.1204630732536315,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
307,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCC=C_90.0,1.07874966,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCC=C,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.0946512222290039,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
308,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCC=C_100.0,2.289297199,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCC=C,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.2994956374168396,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
309,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCC=C_50.0,3.191792356,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCC=C,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.4521335363388061,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
310,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCC=C_60.0,2.9643448,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCC=C,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.4179407358169555,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
311,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCC=C_70.0,2.819591576,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCC=C,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.3857405185699463,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
312,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCC=C_80.0,2.638628666,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCC=C,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.3553643226623535,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
313,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCC=C_90.0,2.404419399,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCC=C,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Unsaturated hydrocarbons,0.3266608715057373,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
314,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCCC_100.0,3.121307096,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCCC,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.1568292677402496,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
315,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCCC_50.0,3.669900488,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCCC,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.2227244973182678,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
316,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCCC_60.0,3.579650354,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCCC,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.207963079214096,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
317,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCCC_70.0,3.450590539,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCCC,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.1940620243549347,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
318,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCCC_80.0,3.314913013,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCCC,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.1809482276439666,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
319,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCCC_90.0,3.237422762,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCCC,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.168556660413742,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
320,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCC_100.0,2.292029579,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCC,100.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.2845872640609741,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
321,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCC_50.0,3.274953655,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCC,50.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.5084342956542969,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
322,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCC_60.0,3.123113543,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCC,60.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.4582895040512085,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
323,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCC_70.0,2.905205634,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCC,70.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.4110673666000366,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
324,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCC_80.0,2.724185983,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCC,80.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.366519570350647,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
325,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N_CCCCCCCCCC_90.0,2.500123616,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,CCCCCCCCCC,90.0,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(N)=O,Solvent,nan_Saturated hydrocarbons,0.3244252204895019,0,0.3641304347826087,0.3063583815028902,0.2222222222222222,0.20711974110032363,0.1830065359477124
